index,Institute,InstituteCountry,ResearchInstitution,InstituteNumber
9114,BERG LAB Department of Neuroscience University of Copenhagen,Denmark,,I9115
9115,Departement of Biomedical Engineering Universität Basel,Switzerland,,I9116
9116,Institut für Bewegungswissenschaften und Sport - D-HEST ETH Zürich,Switzerland,ETH Zurich - ETHZ,I9117
9117,"Institut religion, culture et modernité Université de Lausanne",Switzerland,University of Lausanne - LA,I9118
9118,Laboratorio di Microbiologia Applicata DACD-SUPSI SUPSI,Switzerland,University of Geneva - GE,I9119
9119,UNI: Université Lumière Lyon II   Lyon F,France,Institution abroad - France,I9120
9120,Lehrstuhl für Organisation und Management Institut für Betriebswirtschaftslehre Universität Zürich,Switzerland,University of Zurich - ZH,I9121
9121,Department of Organismic and Evolutionary Biology Harvard University,United States of America,Institution abroad - United States of America,I9122
9122,UNI: CALTECH Dept of Aeronautics  Pasadena U SA,United States of America,Institution abroad - United States of America,I9123
9123,UNI: University of British Columbia Dept of Microbiology  Vancouver B.C. CDN,Canada,Institution abroad - Canada,I9124
9124,Energy Science Center (ESC)  ETH Zürich,Switzerland,ETH Zurich - ETHZ,I9125
9125,Konstruktives Entwerfen und Tragwerkslehre Institut für Architektur und Städtebau Universität der Künste,Germany,Institution abroad - Germany,I9126
9126,Faculté des Sciences de l'administration Université Laval,Canada,Institution abroad - Canada,I9127
9127,Unité d'Oncologie-Hématologie- Immunologie Hôpital de la Tour,Switzerland,University of Geneva - GE,I9128
9128,Ecole des sciences criminelles Faculté de droit et des sciences criminelles Université de Lausanne,Switzerland,University of Lausanne - LA,I9129
9129,Department of Microbiology and Immunoloy The University of Melbourne Peter Doherty Institute for Infection and I,Australia,Institution abroad - Australia,I9130
9130,Department of Cell Biology School of Medicine Duke Universtiy,United States of America,Institution abroad - United States of America,I9131
9131,Russian Academy of Sciences General Physics Institute,Russia,EPF Lausanne - EPFL,I9132
9132,NHMCR Clinical Trial Centre University of Sydney,Australia,Institution abroad - Australia,I9133
9133,Molecular and Cell Biology Laboratory The Salk Institute for Biological Studies,United States of America,Institution abroad - United States of America,I9134
9134,Dipartimento di Storia Antica Università dei Studi Bologna,Italy,Institution abroad - Italy,I9135
9135,School of Biological Sciences University of Bristol,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I9136
9136,Zoology Building School of Animal Biology (MO92) The University of Western Australia,Australia,Institution abroad - Australia,I9137
9137,Oeschger-Zentrum für Klimaforschung Universität Bern,Switzerland,,I9138
9138,Developmental Biology Department School of Medicine Stanford University,United States of America,Institution abroad - United States of America,I9139
9139,Laboratoire de physique des rayons X EPFL - SB - IPSB - LPRX,Switzerland,EPF Lausanne - EPFL,I9140
9140,PAGES International Project Office,Switzerland,Unassignable - NA,I9141
9141,Institute for Transport Studies University of Leeds,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I9142
9142,Dept. of Experimental Physics St. Petersburg State Technical University,Burundi,ETH Zurich - ETHZ,I9143
9143,Laboratoire de Microbiologie générale Sciences III,Switzerland,University of Geneva - GE,I9144
9144,University of Copenhague Institute of Economics,Denmark,Institution abroad - Denmark,I9145
9145,Abteilung Humangeographie Geographisches Institut Universität Zürich,Switzerland,,I9146
9146,Strukturbiologie Biozentrum Universität Basel,Switzerland,University of Basel - BS,I9147
9147,UNI: Eötvös Lorand University Institute for Theoretical Physics  Budapest H,Hungary,Unassignable - NA,I9148
9148,Social Evolution Research Group School of Life Sciences University of Sussex,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I9149
9149,Arbeitsgruppe Kommentar USG,Switzerland,University of Zurich - ZH,I9150
9150,UNI: Marie Meierhofer-Institut für das Kind Zürich CH,Switzerland,Other Research Institutes - FINST,I9151
9151,UNI: University of North Carolina School of Medicine  Chapel Hill USA,United States of America,Institution abroad - United States of America,I9152
9152,Lab. of Biochemistry and Molecular Biology Center for Cancer Reserach National Cancer Institute - NIH,United States of America,Institution abroad - United States of America,I9153
9153,Graduate School of Economics Faculty of Economics Kyoto University,Japan,University of Neuchatel - NE,I9154
9154,Muséum d'histoire naturelle,Switzerland,,I9155
9155,Geneva Centre of Humanitarian Studies  former CERAH,Switzerland,Graduate Institute of International and Development Studies - IHEID,I9156
9156,UNI: Institut des Dicziunari Rumant   Chur C H,Switzerland,Institution abroad - Switzerland,I9157
9157,University of Caliafornia UCSD Division of Biological Sciences,United States of America,Institution abroad - United States of America,I9158
9158,Centre for Wildlife Management University of Pretoria,South Africa,Institution abroad - South Africa,I9159
9159,Département de l'Imagerie et Sciences de l'Information Médicale Hôpitaux Universitaires de Genève,Switzerland,University of Geneva - GE,I9160
9160,UNI: Lunds Universitet   Lunds S,Sweden,Institution abroad - Sweden,I9161
9161,Department of Linguistics & English Language Faculty of Arts and Social Sciences Lancaster University,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I9162
9162,Laboratoire de protéines et peptides thérapeutiques EPFL SB ISIC LPPT,Switzerland,,I9163
9163,"UNI: Harvard Medical School   Boston, MA 021 15 USA",United States of America,Institution abroad - United States of America,I9164
9164,Département de Pathologie Clinique Faculté de Médecine Université de Genève,Switzerland,,I9165
9165,Translational Research Center University Hospital of Psychiatry University of Bern,Switzerland,University of Berne - BE,I9166
9166,Klinische Psychologie und Psychotherapie Institut für Psychologie Universität Bern,Switzerland,University of Fribourg - FR,I9167
9167,Massachusetts Institute of Technology School of Architecture + Planning History Theory and Criticism,United States of America,,I9168
9168,Seminar für Griechische und Lateinische Philologie Universität Bonn,Germany,Institution abroad - Germany,I9169
9169,Departement of Political Sciences Carleton University,Canada,Institution abroad - Canada,I9170
9170,Divis. of Chemistry and Chemical Engineering California Inst. of Techn.,United States of America,Institution abroad - United States of America,I9171
9171,School of Accounting and Business Information Systems Australian National University,Australia,Institution abroad - Australia,I9172
9172,Institut d'analyse financière Université de Neuchâtel,Switzerland,University of Neuchatel - NE,I9173
9173,Department of Physics North Carolina State University,United States of America,Institution abroad - United States of America,I9174
9174,University Offices Modern History Faculty Wellington Square,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I9175
9175,Marketing & Strategy Faculty Cardiff University,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I9176
9176,UNI: National Institute of Mental Health Cli nical Psychobiology Branch  Bethesda USA,United States of America,Institution abroad - United States of America,I9177
9177,Institut de Géologie Université de Neuchâtel,Switzerland,EPF Lausanne - EPFL,I9178
9178,Department of Molecular and Cell Biology Howard Hughes Medical Institute University of California,United States of America,Institution abroad - United States of America,I9179
9179,Department of East Asian Languages and Civilizations Harvard University,United States of America,Institution abroad - United States of America,I9180
9180,Lund University,Sweden,Institution abroad - Sweden,I9181
9181,UNI: University of New South Wales Schools o f Medical Education and Community Medicine K ensington AUS,Australia,Institution abroad - Australia,I9182
9182,Department of Political and Social Sciences European University Institute,Italy,Institution abroad - Italy,I9183
9183,Section d'Histoire Faculté des Lettres Université de Lausanne,Switzerland,University of Berne - BE,I9184
9184,CIE Internements administratifs,Switzerland,"Non-profit organisations (libraries, museums, foundations) and administration - NPO",I9185
9185,Goldman School of Public Policiy University of California,United States of America,Institution abroad - United States of America,I9186
9186,UNI: Università degli Studi di Lecce   Lecce I,Italy,Institution abroad - Italy,I9187
9187,UNI: University of California School of Busi ness Administration  Berkeley USA,United States of America,Institution abroad - United States of America,I9188
9188,Laboratoire d'architecture de systèmes parallèles EPFL - IC - IINFCOM - PARSA,Switzerland,EPF Lausanne - EPFL,I9189
9189,Centre de recherche sur l'Asie moderne (IUHEI/IUED),Switzerland,Graduate Institute of International and Development Studies - IHEID,I9190
9190,Institut für Human Resource und Change Management Johannes-Kepler-University Linz,Austria,Institution abroad - Austria,I9191
9191,Klinik für Parodontologie Zahnmedizinische Kliniken Universität Bern,Switzerland,University of Berne - BE,I9192
9192,FB III – Neuere und Neueste Geschichte Universität Trier,Germany,Institution abroad - Germany,I9193
9193,UNI: Dartmouth Medical School Dept of Bioche mistry  Hanover USA,United States of America,Institution abroad - United States of America,I9194
9194,Sonderforschungsbereich 437 Universität Tübingen,Germany,Institution abroad - Germany,I9195
9195,Institut für Terrestrische Ökosysteme ITES Forstliches Ingenieurwesen ETH Zürich,Switzerland,ETH Zurich - ETHZ,I9196
9196,Texas A&M University Mays Business School,United States of America,Institution abroad - United States of America,I9197
9197,The Gurdon Institute University of Cambridge,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I9198
9198,Department of Biochemistry Weill Cornell Medical College,United States of America,,I9199
9199,Institut für angewandte Informationstechnologie (InIT) ZHAW,Switzerland,Zurich University of Applied Sciences - ZHAW,I9200
9200,Laboratory of Cognitive Neuroscience EPFL – SV - CNP – LNCO,Switzerland,EPF Lausanne - EPFL,I9201
9201,UNI: Académie des Sciences Institut d'Inform atique Département d'Etudes Non-linéaires Pr ague CSFR,Czech Republic,Institution abroad - Czech Republic,I9202
9202,Instituto Superior Técnico  Université de Lisbonne,Portugal,,I9203
9203,Mortimer B. Zuckerman Mind Brain Behavior In Columbia University,United States of America,Institution abroad - United States of America,I9204
9204,UNI: University of California School of Law Berkeley USA,United States of America,Institution abroad - United States of America,I9205
9205,"Sensing, Interaction & Perception Lab Department of Computer Science ETH Zürich",Switzerland,ETH Zurich - ETHZ,I9206
