GrantNumber,DisciplineNumber
G115866,D20506
G189043,D30403
G129497,D20804
G129497,D20806
G133628,D10202
G47345,D30104
G51886,D30201
G206167,D30302
G206079,D10603
G5175,D20501
G181593,D10201
G181593,D10205
G28353,D30302
G68310,D30403
G9147,D30302
G8333,D30102
G108001,D30302
G3381,D20405
G55499,D10503
G29168,D10203
G106958,D20304
G57950,D30107
G57950,D30108
G156109,D20404
G156109,D20703
G156109,D20704
G144789,D30101
G144789,D30102
G144789,D30103
G144789,D30104
G161817,D10301
G161817,D10302
G161817,D10407
G200524,D10601
G200524,D10605
G190470,D10601
G20212,D10203
G208258,D10105
G161146,D30302
G161146,D30402
G161146,D30706
G161146,D30707
G161146,D30902
G136791,D10202
G154024,D20502
G173505,D30303
G193288,D20403
G117606,D20100
G176376,D10203
G114923,D30302
G201465,D20403
G201465,D20409
G42944,D30101
G33689,D30202
G3828,D20705
G194172,D20303
G3051,D20304
G64051,D20100
G55482,D30207
G2456,D10502
G196958,D20506
G151179,D20511
G151179,D30108
G10305,D20505
G117342,D10207
G100785,D30102
G1938,D10205
G190112,D30402
G100164,D30403
G28352,D30102
G194314,D10203
G194314,D10301
G104322,D10402
G104322,D20803
G119253,D30101
G119253,D30107
G6509,D30301
G201643,D30101
G171068,D10104
G171068,D10301
G135464,D20801
G135464,D20802
G38394,D10501
G180790,D30104
G180790,D30805
G208351,D30101
G208351,D30202
G208351,D30207
G117093,D10205
G177524,D10206
G145452,D10105
G145452,D30302
G172550,D20409
G172550,D20511
G172550,D20704
G172550,D20709
G206161,D10206
G8334,D30108
G149496,D30812
G15108,D20801
G156390,D10201
G66722,D20506
G179240,D30708
G15150,D10103
G117168,D10101
G117168,D10102
G117168,D10303
G117168,D10501
G117168,D10503
G180544,D20301
G180544,D20303
G180544,D20304
G180544,D20505
G180544,D20507
G176196,D10104
G176196,D10105
G55342,D20304
G184908,D30206
G184908,D30207
G170029,D30304
G36002,D30302
G204045,D10301
G156947,D30102
G156947,D30107
G156947,D30207
G203536,D20509
G203536,D20705
G138613,D10501
G1529,D10502
G67740,D20501
G160717,D30103
G160717,D30305
G160717,D30401
G160717,D30402
G160717,D30405
G160717,D30805
G8472,D30302
G8472,D30714
G202674,D10105
G202674,D30302
G7934,D30703
G40237,D30101
G29158,D20400
G51474,D10501
G112842,D10205
G112842,D10403
G112842,D30911
G52236,D30101
G162810,D20709
G162810,D20801
G162810,D20809
G162810,D30107
G162810,D30206
G63276,D30808
G31749,D20400
G34345,D20506
G189036,D10404
G191675,D20100
G102927,D20501
G124759,D10604
G3923,D20100
G142787,D10205
G142787,D10206
G146635,D30101
G146635,D30306
G161107,D10101
G161107,D10501
G161107,D10503
G189854,D10101
G189854,D10105
G189854,D30202
G189854,D30204
G105264,D10405
G111353,D30303
G111353,D30305
G58228,D10104
G4925,D20303
G30388,D10301
G140188,D30713
G140188,D30812
G45456,D10103
G190412,D10105
G53142,D10501
G139514,D10201
G139514,D10202
G139514,D10203
G139514,D30812
G139514,D30904
G139514,D30911
G127393,D30806
G127393,D30812
G182334,D30101
G182334,D30108
G177325,D10502
G138498,D30812
G40779,D30403
G25503,D10205
G166697,D30306
G122100,D10102
G147772,D20401
G147772,D20404
G121579,D20301
G121579,D30108
G142082,D10104
G4339,D20505
G144308,D30714
G144308,D30721
G144308,D30809
G144308,D30812
G129986,D10101
G129986,D10301
G129986,D10403
G129986,D10501
G211177,D30103
G211177,D30403
G9430,D30102
G3997,D20100
G145838,D30708
G121262,D20303
G121262,D20304
G58571,D20000
G203103,D30107
G203103,D30108
G121060,D30102
G121060,D30307
G121060,D30808
G161597,D10202
G35899,D30706
G175665,D30107
G175665,D30205
G175665,D30207
G7674,D30912
G184212,D10607
G184212,D20506
G38453,D10203
G121598,D20505
G38620,D20401
G3635,D20802
G7647,D30710
G59019,D10203
G1359,D10404
G200219,D30303
G200219,D30806
G200219,D30812
G143150,D30202
G143150,D30207
G150868,D10105
G150868,D30708
G154256,D10502
G131596,D20501
G131596,D20510
G131596,D20704
G131596,D20705
G10206,D10202
G104210,D30808
G298,D10105
G190505,D10104
G190505,D20506
G100714,D30402
G31139,D20502
G64943,D20404
G152935,D10201
G152935,D10202
G152935,D10301
G161801,D10203
G161801,D10205
G122419,D30708
G154676,D10101
G146281,D30714
G48990,D20100
G158599,D10101
G105073,D30101
G25750,D20501
G188835,D30102
G20067,D30102
G36415,D20704
G130972,D10403
G139190,D30101
G139190,D30103
G139190,D30401
G139190,D30403
G160979,D30108
G108447,D30702
G198920,D20804
G50879,D30716
G146007,D30303
G146007,D30305
G164865,D10201
G45041,D30205
G15121,D20100
G185408,D10105
G4409,D20301
G63944,D20100
G30985,D20404
G30985,D20508
G194110,D30202
G63491,D10503
G205565,D10102
G164923,D10201
G164923,D10202
G164923,D10301
G164923,D10403
G105987,D30702
G105987,D30718
G208299,D30102
G208299,D30104
G195287,D30102
G195287,D30205
G207731,D20301
G207731,D20404
G110062,D10205
G146739,D20409
G793,D10202
G4002,D20404
G695,D10102
G152967,D20409
G152967,D20508
G185923,D30709
G185923,D30801
G185923,D30811
G59414,D30715
G8022,D30713
G7873,D30202
G41060,D10104
G9235,D30403
G32723,D20506
G188433,D20100
G765,D10405
G53399,D20506
G107012,D20301
G107012,D20303
G107012,D20511
G107012,D20705
G186064,D20803
G186609,D10301
G186609,D10302
G6760,D30101
G154102,D20709
G113043,D20802
G135639,D30107
G184014,D10104
G140345,D20404
G53604,D30108
G11072,D10201
G118377,D20409
G118377,D30108
G118377,D30714
G174299,D10101
G179171,D10403
G179171,D10404
G179171,D10406
G179171,D10603
G207119,D30104
G196801,D20409
G25710,D30301
G185713,D30102
G185713,D30107
G185713,D30307
G116459,D30104
G3384,D20805
G108908,D30907
G108908,D30909
G108908,D30911
G45131,D20801
G112527,D30101
G112527,D30103
G112527,D30105
G129328,D20200
G26412,D30708
G154328,D10205
G170037,D30105
G170037,D30302
G166938,D10201
G166938,D10301
G166938,D10302
G25403,D10302
G113268,D20301
G33647,D20100
G753,D10302
G186230,D20304
G186230,D30102
G186230,D30103
G186230,D50000
G8727,D30202
G152761,D20404
G152761,D20505
G152761,D20508
G117604,D20803
G117604,D20806
G117604,D20809
G139569,D10405
G139569,D10406
G139569,D10502
G141116,D20504
G141116,D20511
G6979,D30107
G5749,D30306
G127385,D30104
G127385,D30106
G44023,D20404
G100524,D20507
G156163,D10101
G156163,D10102
G156163,D10103
G156163,D10303
G31171,D20506
G180427,D10104
G144611,D10204
G139931,D30103
G139931,D30302
G134185,D30102
G134185,D30103
G138224,D30104
G138224,D30202
G138224,D30207
G47030,D20506
G200228,D30104
G189644,D20404
G120191,D10105
G50138,D10203
G50138,D10204
G152407,D30304
G135688,D30102
G135688,D30206
G135688,D30207
G159581,D20100
G159581,D20401
G64010,D10302
G133907,D10404
G134962,D10201
G134962,D10403
G165093,D20100
G136602,D20304
G121243,D20505
G30512,D20809
G127454,D30102
G127454,D30105
G127454,D30108
G180732,D10203
G126674,D10502
G158885,D20501
G158885,D20705
G58960,D20200
G194578,D10206
G194578,D20709
G173332,D10206
G164838,D10402
G27633,D20706
G150353,D30104
G150353,D30302
G35978,D20700
G157079,D20403
G20397,D30103
G140638,D10402
G140638,D30104
G1925,D10403
G130396,D10604
G130396,D20504
G48157,D20304
G175987,D10501
G191424,D10207
G67104,D10105
G6481,D30104
G6481,D30105
G145811,D30104
G156629,D10102
G156629,D10403
G117616,D20803
G192914,D30302
G1178,D10102
G155376,D10404
G155376,D10501
G56232,D20000
G138165,D10204
G65110,D20100
G582,D10201
G189789,D20502
G189789,D30714
G192009,D20506
G113084,D20404
G182988,D20301
G182988,D20409
G181949,D10205
G100,D10301
G138746,D30403
G143169,D30205
G132120,D30103
G132120,D30107
G111878,D20801
G205758,D30302
G147778,D20100
G147778,D20504
G158009,D10103
G158009,D10301
G158009,D10302
G26843,D10103
G4758,D20100
G144969,D20404
G144969,D20505
G190092,D20200
G127082,D30103
G127082,D30105
G127082,D30302
G121557,D10201
G37987,D30305
G48271,D20304
G100745,D20506
G100745,D30302
G188735,D30302
G169213,D20705
G169213,D20709
G33517,D30105
G133670,D30101
G133670,D30102
G154100,D10207
G195657,D20304
G195657,D30102
G166030,D20508
G166030,D30715
G66511,D20100
G3685,D20304
G68591,D20505
G183966,D10201
G183966,D10403
G50586,D20501
G5931,D30105
G53834,D20301
G178725,D10203
G26890,D20501
G107793,D30108
G155126,D30101
G6905,D30302
G157969,D10503
G145774,D30808
G194042,D10401
G178367,D10102
G178367,D10205
G100539,D20511
G3694,D20304
G201420,D10302
G169738,D20504
G169738,D20508
G61242,D20100
G154834,D20403
G53053,D20400
G181888,D10402
G181888,D10404
G5059,D20511
G5059,D20701
G58428,D30201
G121790,D20100
G103968,D30102
G103968,D30712
G107602,D30303
G107602,D30714
G144254,D30403
G144254,D30718
G58959,D20200
G133004,D10105
G202028,D20100
G202028,D20506
G2613,D20200
G105193,D20503
G156000,D20100
G171471,D10201
G171471,D10202
G171471,D10301
G171471,D10406
G176360,D10206
G176360,D10302
G176360,D10501
G3007,D20504
G30009,D30717
G112424,D20404
G197176,D20200
G63894,D30302
G199266,D10202
G41113,D10206
G169339,D20504
G31136,D20506
G186439,D10301
G154382,D10103
G154382,D10303
G7295,D30202
G116447,D20709
G50247,D20409
G140596,D10404
G140596,D10407
G28268,D10203
G203581,D30302
G3547,D20200
G49236,D20303
G120519,D30101
G120519,D30102
G120519,D30103
G172320,D20503
G67645,D10203
G175018,D30102
G175018,D30104
G53711,D20506
G43595,D30401
G195964,D20504
G195964,D20506
G61607,D10105
G26001,D30812
G27605,D20805
G148878,D20100
G148878,D20703
G141595,D10601
G174930,D10104
G174930,D10105
G2300,D10301
G46238,D10503
G137888,D20501
G205280,D20100
G64024,D30102
G64024,D30201
G140133,D10202
G140133,D10205
G111906,D10302
G64699,D30302
G20183,D20505
G1942,D10302
G1942,D10404
G63579,D20100
G190624,D30714
G190624,D30715
G176422,D10203
G176422,D10301
G194561,D10201
G194561,D10601
G67855,D20506
G48469,D30101
G207990,D30204
G132014,D10301
G132014,D10502
G3957,D20304
G120745,D10204
G135689,D30402
G135689,D30705
G188449,D10302
G2732,D20200
G157658,D30303
G5398,D20402
G5398,D20403
G200977,D20801
G200977,D20803
G30439,D20401
G207022,D10301
G207022,D10405
G57310,D30714
G55699,D20506
G111276,D10207
G56320,D20303
G120552,D30202
G120552,D30207
G120552,D30407
G157117,D10201
G157117,D10205
G7424,D30101
G121282,D10205
G119598,D30912
G36752,D20301
G192872,D20705
G183277,D10104
G67934,D30101
G52718,D30302
G111511,D10103
G69010,D10000
G149841,D10503
G149841,D20506
G126534,D20404
G126534,D20409
G165244,D20501
G165244,D20502
G165244,D20503
G165244,D20509
G165244,D20703
G165244,D20704
G165244,D20705
G31071,D20100
G66985,D20405
G112350,D30101
G112350,D30108
G206115,D30107
G7784,D30301
G7784,D30304
G134441,D30101
G134441,D30102
G134441,D30103
G3217,D20806
G116123,D20507
G106107,D10207
G46998,D30101
G450,D10503
G138138,D20802
G776,D10302
G148494,D30102
G148494,D30103
G148494,D30104
G118625,D10101
G101738,D20409
G106238,D10501
G113599,D20301
G232,D10201
G150278,D10205
G178675,D10104
G174584,D10104
G174584,D10201
G2635,D20402
G15261,D10204
G45534,D30104
G170544,D20404
G37348,D20100
G167883,D30108
G159945,D20409
G159945,D30103
G133250,D10205
G45449,D20100
G162547,D30402
G129921,D20704
G155916,D10102
G155916,D10206
G4816,D20801
G10550,D10203
G2832,D20301
G54256,D30708
G163061,D30103
G107898,D20508
G107898,D20511
G100789,D30702
G133797,D30102
G133797,D30104
G31088,D20802
G59141,D30305
G136559,D20304
G136559,D20505
G145665,D10203
G30862,D30102
G1134,D10101
G145971,D10101
G145971,D10301
G201343,D20404
G190125,D10105
G171871,D10102
G171871,D10301
G171871,D10303
G171871,D10503
G6447,D30301
G197198,D10201
G197198,D10601
G160445,D10101
G160445,D10104
G160445,D30910
G138350,D30103
G138350,D30104
G168070,D10105
G146084,D10105
G59331,D10403
G25594,D20404
G138287,D30102
G121161,D10406
G121161,D10501
G121161,D10502
G192189,D10101
G192189,D10503
G103690,D20501
G203241,D20706
G203241,D20803
G203241,D30206
G203241,D30207
G11048,D20505
G38936,D20709
G137272,D10201
G137272,D10301
G137272,D10502
G122174,D20100
G56206,D10201
G160385,D10301
G160385,D10403
G160385,D10406
G129194,D10201
G164,D10501
G20369,D10503
G150962,D10301
G150962,D10302
G20614,D30102
G26912,D30102
G105029,D30101
G41703,D20405
G159906,D20505
G140406,D20409
G140406,D20508
G140406,D20511
G51856,D10101
G147685,D10101
G43213,D20701
G5007,D20801
G135598,D30102
G135598,D30104
G135598,D30105
G135598,D30302
G35078,D10201
G32622,D20303
G129910,D20303
G129910,D30101
G161931,D30202
G143157,D10301
G143157,D10302
G6272,D30101
G27003,D20303
G153810,D20303
G153810,D20304
G148452,D30101
G148452,D30102
G148452,D30107
G103264,D10502
G144375,D20403
G144375,D20404
G151099,D30302
G129415,D30102
G129415,D30104
G142989,D20511
G142989,D30101
G142989,D30205
G142989,D30207
G142989,D30306
G143364,D10205
G143364,D10207
G163394,D20405
G163394,D20501
G163394,D20505
G161695,D10205
G47339,D30708
G172992,D10101
G169771,D10104
G139313,D10105
G139313,D30701
G158790,D10301
G158790,D10503
G150964,D10201
G150964,D10403
G131515,D10105
G131515,D30302
G6882,D30105
G49553,D10501
G64423,D10201
G121712,D20801
G201754,D10204
G116355,D20503
G55472,D10303
G134463,D30401
G134463,D30702
G147010,D20409
G147010,D20506
G147010,D20511
G147010,D30108
G117744,D30302
G151400,D10302
G48516,D20705
G169650,D20505
G169650,D20508
G120338,D10205
G117650,D10407
G177627,D10204
G177627,D10605
G7269,D30403
G169467,D20404
G123907,D30911
G15125,D10102
G130047,D20409
G178342,D20200
G178342,D20405
G178342,D20409
G178342,D20503
G178342,D20504
G178342,D20505
G178342,D20801
G178342,D20802
G178342,D30701
G146959,D30103
G146959,D30401
G41349,D20805
G1771,D10203
G112489,D30105
G199645,D10403
G3234,D20401
G174672,D10105
G174672,D10205
G174672,D10403
G174672,D10601
G174672,D10602
G197360,D20404
G197360,D20505
G102385,D10301
G127218,D20506
G127218,D30101
G127218,D30102
G127218,D30104
G67114,D30302
G67114,D30708
G113137,D30101
G113137,D30103
G113137,D30714
G181680,D10404
G139377,D10301
G125186,D10206
G125186,D20709
G46816,D30716
G122487,D10104
G122487,D10105
G122487,D30302
G42547,D30305
G42547,D30402
G200639,D20404
G200639,D20405
G29076,D10301
G30976,D30403
G42372,D20803
G126691,D20403
G49377,D10206
G28181,D10201
G148468,D10303
G148468,D10402
G37869,D10206
G50896,D10105
G1241,D10502
G43377,D10503
G7294,D30302
G45772,D20803
G183095,D10206
G183095,D10207
G183095,D10605
G4519,D20401
G138,D10401
G4643,D20506
G188541,D20401
G188541,D20409
G188541,D20506
G10207,D10000
G165618,D10104
G165618,D10201
G165618,D10203
G35299,D20701
G64926,D30103
G192363,D20100
G57473,D30401
G4937,D20401
G129758,D10601
G207796,D20304
G207796,D20505
G182366,D20409
G182366,D30703
G169537,D10203
G177960,D10104
G120973,D10501
G5098,D20304
G100265,D20506
G53921,D20303
G117401,D20301
G117401,D20409
G199149,D20404
G133763,D20703
G133763,D20704
G133763,D20705
G133763,D20709
G133763,D30205
G133763,D30206
G133763,D30207
G26662,D20301
G158684,D30107
G47296,D30103
G47296,D30403
G62178,D20200
G9280,D30708
G39277,D30716
G143735,D10203
G143735,D20709
G114321,D30101
G114321,D30102
G121263,D20403
G178545,D20801
G178545,D20803
G178545,D20806
G105858,D10404
G210899,D30302
G210899,D30713
G62498,D10205
G130199,D10102
G130199,D10301
G130199,D10404
G130199,D10406
G130199,D10501
G130199,D10502
G130199,D10503
G134541,D20409
G191050,D30101
G191050,D30102
G168436,D10207
G112126,D10105
G65447,D30303
G200958,D10203
G137103,D20100
G184695,D20505
G8411,D30205
G65660,D10201
G172887,D30101
G172887,D30102
G172887,D30104
G176165,D30403
G176165,D30808
G114877,D10404
G114877,D10405
G114877,D10502
G49461,D30201
G203946,D10102
G194369,D20409
G2371,D10404
G183785,D10101
G198829,D30307
G54315,D30401
G170224,D20504
G170224,D20508
G194497,D30714
G194497,D30716
G128386,D30202
G128386,D30207
G29730,D20100
G145250,D30708
G161681,D10401
G204796,D20506
G130611,D10201
G130611,D10202
G130611,D10206
G130611,D10407
G36250,D10205
G153543,D20100
G31978,D30101
G125324,D20100
G100779,D30403
G124420,D10103
G153952,D20100
G153952,D20404
G153952,D20409
G153952,D20511
G48257,D10105
G125055,D10105
G101246,D20809
G202452,D20705
G110184,D10104
G65348,D30103
G149382,D10501
G149382,D10607
G196998,D30107
G206673,D30104
G206673,D30105
G206673,D30202
G52769,D30401
G105664,D10101
G20159,D20100
G184123,D10202
G177597,D10102
G33693,D30103
G48488,D10402
G65115,D20803
G44267,D10407
G155519,D20709
G155519,D30206
G166228,D10202
G9111,D30203
G112744,D20507
G172622,D20704
G64461,D10000
G180296,D20709
G37587,D30302
G128751,D20404
G128751,D20508
G141394,D30707
G141394,D30717
G27854,D30405
G147938,D30303
G147938,D30305
G63302,D10404
G28978,D20505
G204587,D30302
G37477,D20401
G194104,D20304
G37050,D10204
G110484,D10402
G110484,D10407
G46709,D10302
G423,D10103
G177886,D30401
G111383,D20506
G124465,D30102
G180185,D10203
G130930,D30101
G130930,D30403
G4926,D20402
G41739,D10103
G38344,D20303
G66536,D20700
G132410,D20100
G184786,D30302
G184786,D30708
G5399,D20402
G5399,D20403
G3969,D20506
G58893,D20506
G160641,D10206
G120965,D10204
G184253,D20506
G184253,D20511
G1146,D10101
G44888,D30302
G53688,D30202
G10826,D20801
G68016,D30403
G8954,D30706
G140120,D30302
G191053,D30101
G191053,D30102
G191053,D30108
G204258,D30302
G67049,D30716
G130113,D10105
G116364,D30717
G42137,D20503
G127768,D20304
